"Id","Hex Id","Set","Rarity","Number","Collectors Info","Unique","Title","Subtitle","Culture","Type","Race","Class","Twilight Cost","Strength","Vitality","Resistance","Minion Site Number","Ally Home Sites","Site Number","Site Arrow","Block","Background","Image","Top Icon","Top Text","Middle Icon","Middle Text","Bottom Icon","Bottom Text","Text","Lore","German Title","German Subtitle","German Text","German Lore","French Title","French Subtitle","French Text","French Lore","Italian Title","Italian Subtitle","Italian Text","Italian Lore","Spanish Title","Spanish Subtitle","Spanish Text","Spanish Lore"
4000359,"67 A6 D0 03",4,"U",359,"4U359",0,"Wizard's Vale",,,"Site",,,6,,,,,,8,"Right","Tower Block","TTTSite_normal_shadowball","04_359","icon_shadowball",,"icon_rightarrow",,,,"At the start of the first Shadow phase, if the twilight pool has fewer than 9 twilight tokens, add <symbol>twilight4</symbol> (limit once per turn). ",,"Das Zauberer-Tal",,"Erhöhe zu Beginn der ersten Schattenphase den Einfluss um <symbol>twilight4</symbol>, wenn er weniger als 9 beträgt (maximal einmal pro Spielzug).",,"La Vallée du Magicien",,"Au début de la première phase de l’Ombre, s’il y a moins de · dans la réserve crépusculaire, ajoutez <symbol>twilight4</symbol> (limite d’une fois par tour).",8,"Valle dello Stregone",,"All’inizio di ogni fase Ombra, se la zona del crepuscolo ha meno di 9 segnalini crepuscolo, aggiungi <symbol>twilight4</symbol>.",,"Valle Del Mago",,"Al principio de la primera fase de Sombra, si el fondo de penumbra tiene menos de 9 contadores, añade <symbol>twilight4</symbol> (límite una vez por turno).",
4000360,"68 A6 D0 03",4,"U",360,"4U360",0,"Fortress of Orthanc",,,"Site",,,9,,,,,,9,"Left","Tower Block","TTTSite_normal_shadowball","04_360","icon_shadowball",,"icon_leftarrow",,,,"<keyword>Battleground.</keyword> The Shadow number of Fortress of Orthanc is +2 for each companion over 4. ",,"Die Festung Orthanc",,"<keyword>Schlachtfeld.</keyword> Die Schattenzahl der Festung Orthanc erhöht sich um 2 für jeden Gefährten über 4.",,"La Forteresse d'Orthanc",,"<keyword>Champ de bataille.</keyword> La Puissance de l’Ombre de la Forteresse d’Orthanc est de +2 pour chaque compagnon au delà de 4.",9,"Fortezza di Orthanc",,"<keyword>Campo di Battaglia.</keyword> Aggiungi +2 al numero Ombra della Fortezza di Orthanc per ogni compagno oltre 4.",,"Fortaleza De Orthanc",,"<keyword>Campo de batalla.</keyword> El número de Sombra de la Fortaleza de Orthanc es +2 por cada compañero por encima de 4.",
4000361,"69 A6 D0 03",4,"U",361,"4U361",0,"Orthanc Balcony",,,"Site",,,8,,,,,,9,"Left","Tower Block","TTTSite_normal_shadowball","04_361","icon_shadowball",,"icon_leftarrow",,,,"<keyword>Battleground.</keyword> <keyword>Shadow:</keyword> Play Saruman from your discard pile; his twilight cost is -2. ",,"Der Balkon des Orthanc",,"<keyword>Schlachtfeld.</keyword> <keyword>Schatten:</keyword> Spiele Saruman aus deinem Ablagestapel; seine Zwielichtkosten sind um 2 reduziert.",,"Le Balcon d'Orthanc",,"<keyword>Champ de bataille.</keyword> Ombre : Jouez Saroumane de votre pile de défausse; son coût crépusculaire est de -2.",9,"Balcone di Orthanc",,"<keyword>Campo di Battaglia.</keyword> <keyword>Ombra:</keyword> Gioca Saruman dalla tua pila degli scarti; sottrai -2 al suo costo <keyword>Crepuscolo.</keyword>",,"Balconada De Orthanc",,"<keyword>Campo de batalla.</keyword> <keyword>Sombra:</keyword> Juega a Saruman de tu pila de descartes; su coste de penumbra es -2.",
4000362,"6A A6 D0 03",4,"U",362,"4U362",0,"Orthanc Library",,,"Site",,,9,,,,,,9,"Left","Tower Block","TTTSite_normal_shadowball","04_362","icon_shadowball",,"icon_leftarrow",,,,"When the fellowship moves to Orthanc Library, each Shadow player may draw a card for each companion over 4. ",,"Bibliothek von Orthanc",,"Wenn die Gemeinschaft die Bibliothek von Orthanc erreicht, darf jeder Schattenspieler eine Karte ziehen für jeden Gefährten über 4.",,"La Bibliothèque d'Orthanc",,"Quand la Compagnie arrive à la Bibliothèque, chaque joueur de l’Ombre peut piocher une carte par compagnon au-delà de 4.",,"Biblioteca di Orthanc",,"Quando la compagnia si muove alla Biblioteca di Orthanc, ogni giocatore Ombra può pescare una carta per ogni compagno oltre 4.",,"Biblioteca De Orthanc",,"Cuando la comunidad se mueve a la Biblioteca De Orthanc, cada jugador de Sombra puede robar una carta por cada compañero por encima de 4.",
4000363,"6B A6 D0 03",4,"U",363,"4U363",0,"Palantír Chamber",,,"Site",,,9,,,,,,9,"Left","Tower Block","TTTSite_normal_shadowball","04_363","icon_shadowball",,"icon_leftarrow",,,,"<keyword>Shadow:</keyword> Remove 2 burdens to play a minion from your discard pile. ",,"Kammer des Palantír",,"<keyword>Schatten:</keyword> Entferne 2 Lastmarken, um einen Diener aus deinem Ablagestapel zu spielen.",,"La Chambre du Palantír",,"<keyword>Ombre :</keyword> Retirez 2 points-fardeau pour jouer un séide de votre pile de défausse.",,"Stanza del Palantír",,"<keyword>Ombra:</keyword> Rimuovi 2 segnalini fardello per giocare un servitore dalla tua pila degli scarti.",,"Cámara Del Palantír",,"<keyword>Sombra:</keyword> Quita 2 cargas para jugar un siervo de tu pila de descartes.",
4000364,"6C A6 D0 03",4,"P",364,"4P364",1,"Aragorn","Wingfoot","Gondor","Companion","Man",,4,8,4,,,,,,"Tower Block","Gondor_Noun","04_364","icon_strength","8","icon_vitality","4","Signet_Aragorn",,"<keyword>Ranger.</keyword><br>Each time the fellowship moves, you may wound a minion for each unbound Hobbit you spot. ","“‘Forty leagues and five you have measured ere the fourth day is ended! Hardy is the race of Elendil!'”","Aragorn","Flügelfuß","<keyword>Waldläufer.</keyword> Jedes Mal, wenn sich die Gemeinschaft bewegt, darfst du für jeden nicht-verbundenen Hobbit, den du entdeckst, einen Diener verwunden.","""Fünfundvierzig Wegstunden habt ihr zurückgelegt, ehe der vierte Tag sich neigt. Zäh ist Elendils Geschlecht!“","Aragorn","Pieds-Ailés","<keyword>Rôdeur.</keyword><br>Chaque fois que la compagnie se déplace, vous pouvez blesser un séide pour chaque Hobbit dissocié que vous désignez.","« “Vous avez parcouru quarante-cinq lieues avant la fin du quatrième jour! Robuste est la race d'Elendil!” »","Aragorn","Piedealato","<keyword>Ramingo.</keyword><br>Ogni volta che la compagnia si muove, puoi ferire un servitore per ogni Hobbit Non Legato che avvisti.","“‘Quarantacinque leghe avete percorso prima della fine del quarto giorno! Robusta è la stirpe di Elendil!'”","Aragorn","Pies Alados","<keyword>Montaraz.</keyword> Cada vez que la comunidad se mueve, puedes herir un siervo por cada Hobbit no-vinculado que puedas avistar.","“¡No ha concluido el cuarto día y ya habéis recorrido cuarenta y cinco leguas! ¡Fuerte es la raza de Elendil!”"
4000365,"6D A6 D0 03",4,"P",365,"4P365",1,"Théoden","Lord of the Mark","Rohan","Companion","Man",,2,6,2,,,,,,"Tower Block","Rohan_Noun","04_365","icon_strength","6","icon_vitality","2","Signet_Theoden",,"<keyword>Fellowship:</keyword> Play a <symbol>rohan</symbol> possession on a <symbol>rohan</symbol> companion to heal that companion (limit once per turn). ","“‘Every man and strong lad able to bear arms, all who have horses, let them be ready in the saddle at the gate ere the second hour from noon!'”","Théoden","Herrscher der Mark","<keyword>Gemeinschaft.</keyword> Spiele eine <symbol>rohan</symbol> Ausrüstung auf einen <symbol>rohan</symbol> Gefährten, um diesen zu heilen (maximal einmal pro Runde).","""Jeder Mann und jeder kräftige Bursche, der fähig ist, Waffen zu tragen, alle, die Pferde haben, sollen sich gesattelt am Tor bereithalten vor der zweiten Stunde nach dem Mittag!“","Théoden","Seigneur de la Marche","<keyword>Compagnie :</keyword> Jouez une possession <symbol>rohan</symbol> sur un compagnon <symbol>rohan</symbol> pour guérir ce compagnon (limité à une fois par tour).","« “Que tous les hommes et les gars assez forts pour porter les armes, que tous ceux qui possèdent des chevaux soient en selle à la porte d'ici la seconde après midi.” »","Théoden","Sire del Mark","<keyword>Compagnia:</keyword> Gioca un bene <symbol>rohan</symbol> su un compagno <symbol>rohan</symbol> per curare quel compagno (limite una volta per turno).","“‘Che tutti gli uomini, e i giovani forti e capaci di maneggiare le armi, e i proprietari di cavalli siano pronti in sella al cancello prima che suoni la seconda ora dopo il meriggio!'”","Théoden","Señor de la Marca","<keyword>Comunidad:</keyword> Juega una posesión <symbol>rohan</symbol> en un compañero <symbol>rohan</symbol> para curar a ese compañero (límite una vez por turno).","“Que los hombres y los jóvenes fuertes y aptos para las armas, y todos quienes tengan caballos estén aquí montados a las puertas del castillo a la hora segunda pasado el mediodía.”"
5000001,"61 B4 C4 04",5,"U",1,"5U1",0,"Dunlending Rampager",,"Dunland","Minion","Man",,1,9,1,,3,,,,"Tower Block","Dunland_Noun","05_001","icon_strength","9","icon_vitality","1","Icon_Compass",,"When you play this minion, the Free Peoples player may discard 2 cards from hand to discard him.","To kill and destroy was the mission of the wild hillmen.","Tobender Dunländer",,"Wenn du diesen Diener spielst, darf der Freie Völker Spieler 2 Karten aus seiner Hand ablegen, um diesen Diener abzulegen.","Alles zu töten und zu zerstören war das Ziel der wilden Bergbewohner.","Saccageur Dun",,"Quand vous jouez ce séide, le joueur des Peuples Libres peut défausser 2 cartes de sa main pour le défausser.","La mission des hommes sauvages des collines était de tuer et de détruire.","Devastatore Dunlandiano",,"Quando giochi questo servitore, il giocatore dei Popoli Liberi può scartare 2 carte dalla mano per scartarlo.","Uccidere e distruggere era la missione dei selvaggi uomini delle colline.","Dunlendino desenfrenado",,"Cuando juegas este siervo, el jugador de Gentes Libres puede descartar 2 cartas de la mano para descartarlo.","Matar y destruir era la misión de los hombres salvajes de las colinas."
5000002,"62 B4 C4 04",5,"U",2,"5U2",0,"Dunlending Renegade",,"Dunland","Minion","Man",,2,10,1,,3,,,,"Tower Block","Dunland_Noun","05_002","icon_strength","10","icon_vitality","1","Icon_Compass",,"When you play this minion, the Free Peoples player may discard 2 cards from hand to discard him.","The strength of the hillmen was driven by passion and anger.","Abtrünninger Dunländer",,"Wenn du diesen Diener spielst, darf der Freie Völker Spieler 2 Karten aus seiner Hand ablegen, um diesen Diener abzulegen.","Die Bergbewohner zogen ihre Kraft aus ihrem leidenschaftlichen Zorn.","Renégat Dun",,"Quand vous jouez ce séide, le joueur des Peuples Libres peut défausser 2 cartes de sa main pour le défausser.","La force des hommes des collines était issue de la passion et de la haîne.","Rinnegato Dunlandiano",,"Quando giochi questo servitore, il giocatore dei Popoli Liberi può scartare 2 carte dalla mano per scartarlo.","La forza degli uomini delle colline nasceva da una rabbia profonda.","Renegado Dunlendino",,"Cuando juegas este siervo, el jugador de Gentes Libres puede descartar 2 cartas de la mano para descartarlo.","La fuerza de los hombres de las colinas era conducida por la ira y la pasión."
5000003,"63 B4 C4 04",5,"R",3,"5R3",0,"Leaping Blaze",,"Dunland","Event",,"Shadow",1,,,,,,,,"Tower Block","Dunland_Verb","05_003",,,,,,,"<keyword>Shadow:</keyword> Spot 3 <symbol>dunland</symbol> minions to shuffle your hand into your draw deck and draw 8 cards. The Free Peoples player may discard 3 cards from hand to prevent this.","“...they saw torches, countless points of fiery light upon the black fields behind, scattered like red flowers, or winding up from the lowlands....”","Auflodernde Brände",,"<keyword>Schatten:</keyword> Entdecke 3 <symbol>dunland</symbol> Diener, um deine Handkarten in dein Spieldeck zu mischen und 8 neue Karten zu ziehen. Der Freie Völker Spieler darf 3 Karten aus seiner Hand ablegen, um dies zu verhindern.","... sahen sie Fackeln, unzählige feurige Lichtpunkte, verstreut wie rote Blumen auf den schwarzen Feldern hinter ihnen, oder sich aus dem Tiefland heraufziehend....","Grand Flamboiement",,"<keyword>Ombre :</keyword> Désignez 3 séides <symbol>dunland</symbol> pour remélanger votre main dans votre pioche et piocher 8 cartes. Le joueur des Peuples Libres peut défausser 3 cartes de sa main pour empêcher ceci.","« Ils virent alors des torches, innombrables points de lumière qui parsemaient les champs noirs comme des fleurs rouges ou qui montaient des terres basses en longues files tremblotantes. »","Fiamme Guizzanti",,"<keyword>Ombra:</keyword> Avvista 3 servitori <symbol>dunland</symbol> per mescolare la tua mano nel mazzo di gioco e pescare 8 carte. Il giocatore dei Popoli Liberi può scartare 3 carte dalla mano per prevenire questo effetto.","“Allora videro innumerevoli punti di luce infocata sui neri campi, torce sparpagliate come fiori rossi o serpeggianti dalle basse terre...”","Llamarada Repentina",,"<keyword><keyword>Sombra:</keyword></keyword> Avista 3 siervos <symbol>dunland</symbol> para mezclar tu mano en tu mazo de robar y robar 8 cartas. El jugador de Gentes Libres puede descartar 3 cartas de la mano para prevenir esto.","“...vieron antorchas, innumerables puntos de luz incandescente que tachonaban los campos negros como flores rojas o que serpenteaban subiendo desde los bajíos...”"
5000004,"64 B4 C4 04",5,"R",4,"5R4",0,"Wild Men of the Hills",,"Dunland","Minion","Man",,6,18,2,,3,,,,"Tower Block","Dunland_Noun","05_004","icon_strength","18","icon_vitality","2","Icon_Compass",,"The twilight cost of this minion is -2 during the skirmish phase. When you play this minion, the Free Peoples player may discard 4 cards from hand to discard it.","The swarm of Dunlendings destroyed everything in its path.","Wilde Bergmenschen",,"In der Kampfphase reduzieren sich die Kosten dieses Dieners um 2. Wenn du diesen Diener spielst, darf der Freie Völker Spieler 4 Karten aus seiner Hand ablegen, um diesen Diener abzulegen.","Die Horde der Dunländer zerstörte alles, was ihren Weg kreuzte.","Hommes Sauvages des Collines",,"Le coût crépusculaire de ce séide est de -2 pendant la phase de combat. Quand vous jouez ce séide, le joueur des Peuples Libres peut défausser 4 cartes de se main pour le défausser.","La nuée de Ceux du Pays de Dun détruisait tout sur son passage.","Selvaggi delle Colline",,"Sottrai -2 al costo crepuscolo di questo servitore durante la fase di schermaglia. Quando giochi questo servitore, il giocatore dei Popoli Liberi può scartare 4 carte dalla mano per scartarlo.","L'orda dei Dunlandiani distrusse ogni cosa che si ritrovava innanzi.","Salvajes de las Colinas",,"El coste de penumbra de este siervo es -2 durante la fase de escaramuza. Cuando juegas este siervo, el jugador de Gentes Libres puede descartar 4 cartas de la mano para descartarlo.","La horda de Dunlendinos lo destruyó todo en su camino."
5000005,"65 B4 C4 04",5,"R",5,"5R5",0,"Baruk Khazâd",,"Dwarven","Event",,"Maneuver",0,,,,,,,,"Tower Block","Dwarven_Verb","05_005",,,,,,,"<keyword>Maneuver:</keyword> Exert a Dwarf to wound a minion. You may take the next maneuver action.","“...a small dark figure that none had observed sprang out of the shadows and gave a hoarse shout....”","Baruk Khazâd",,"<keyword>Manöver:</keyword> Strenge einen Zwerg an, um einen Diener zu verwunden. Du darfst die nächste Manöveraktion spielen.","... eine kleine, dunkle Gestalt, die niemand bemerkt hatte, sprang aus dem Schatten hervor und stieß einen heiseren Schrei aus....","Barouk Khazâd",,"<keyword>Manœuvre :</keyword> Affaiblissez un Nain pour blesser un séide. Vous pouvez effectuer le prochaine action de manœuvre.","« ... une petite forme noire que personne n'avait remarquée s'élança hors de l'ombre, poussant un cri rauque... »","Baruk Khazâd",,"<keyword>Manovra:</keyword> Sforza un Nano per ferire un servitore. Puoi eseguire la prossima azione di manovra.","“...una piccola figura oscura che nessuno aveva notato sbucò dalle ombre con un roco grido...”","Baruk Khazâd",,"<keyword>Maniobra:</keyword> Esfuerza un Enano para herir un siervo. Puedes realizar la próxima acción de maniobra.","“...una pequeña figura negra en la que nadie había reparado emergió de las sombras lanzando un grito ronco.”"
5000006,"66 B4 C4 04",5,"C",6,"5C6",0,"Defending the Keep",,"Dwarven","Event",,"Fellowship",0,,,,,,,,"Tower Block","Dwarven_Verb","05_006",,,,,,,"<keyword>Fellowship:</keyword> Spot a Dwarf to draw a card or play a <symbol>dwarven</symbol> condition from your discard pile.","“‘I have fought many wars, master Dwarf. I know how to defend my own Keep.'”","Verteidigung der Feste",,"Gemeinschaft. Entdecke einen Zwerg, um eine Karte zu ziehen oder um einen <symbol>dwarven</symbol> Effekt aus deinem Ablagestapel zu spielen.","""Ich habe viele Kriege gefochten, Herr Zwerg, und ich weiss, meine eigene Festung durchaus zu verteidigen.“","À la Défense du Fort",,"<keyword>Compagnie :</keyword> Désignez un Nain pour piocher une carte ou jouer une situation <symol>@</symbol> de votre pile de défausse.","« “J'ai combattu dans plusieurs guerres, maître Nain. Je sais comment défendre mon propre fort.” »","Difendere la Fortezza",,"<keyword>Compagnia:</keyword> Avvista un Nano per pescare una carta o giocare una condizione <symbol>dwarven</symbol> dalla tua pila degli scarti.","“‘Ho combattuto molte guerre, Mastro Nano. So come difendere la mia Fortezza.'”","Defendiendo la Fortaleza",,"<keyword>Comunidad:</keyword> Avista un enano para robar una carta o para jugar una condición <symbol>dwarven</symbol> de tu pila de descartes.","“‘He luchado en muchas guerras, señor Enano. Se como defender mi propia plaza.'”"
5000007,"67 B4 C4 04",5,"R",7,"5R7",1,"Gimli","Skilled Defender","Dwarven","Companion","Dwarf",,2,6,3,,,,,,"Tower Block","Dwarven_Noun","05_007","icon_strength","6","icon_vitality","3","Signet_Theoden",,"<keyword>Damage +1.</keyword><br>Each time Gimli wins a skirmish, you may wound a minion assigned to skirmish an unbound companion.","Despite Théoden's preparations, Gimli found it necessary to warn him of the advancing Uruk army.","Gimli","Standhafter Verteidiger","<keyword>Schaden +1.</keyword> Jedes Mal, wenn Gimli einen Kampf gewinnt, darfst du einen Diener, der einem nicht-verbundenen Gefährten zugewiesen ist, verwunden.","Gimli befand es für nötig, Théoden trotz seiner Vorbereitungen vor der anrückenden Uruk Armee zu warnen.","Gimli","Habile Défenseur","<keyword>Dégâts +1.</keyword><br>Chaque fois que Gimli gagne un combat, vous pouvez blesser un séide affecté au combat d’un compagnon dissocié.","Malgré les préparations de Théoden, Gimli vit qu'il était nécessaire d'alerter Théoden quant à l'arrivée de l'armée Ourouk.","Gimli","Difensore Esperto","<keyword>Danno +1.</keyword> Ogni volta che Gimli vince una schermaglia, puoi ferire un servitore assegnato a schermagliare con un compagno Non Legato.","Nonostante i preparativi di Théoden, Gimli capì che era necessario avvisarlo dell'attacco degli Uruk-hai.","Gimli","Defensor Hábil","<keyword>Daño +1.</keyword> Cada vez que Gimli gana una escaramuza, puedes herir un siervo que esté en una escaramuza contra un compañero no-vinculado.","Al pesar de los preparativos de Théoden, Gimli creyó necesario advertirle sobre el ejercito Uruk-hai."
5000008,"68 B4 C4 04",5,"U",8,"5U8",1,"Horn of Helm",,"Dwarven","Possession",,,2,,,,,,,,"Tower Block","Dwarven_Verb","05_008",,,,,,,"Plays to your support area.<br><keyword>Maneuver:</keyword> Exert a Dwarf companion to make each minion at a battleground lose all damage bonuses until the regroup phase.","“...sudden and terrible, from the tower above, the sound of the great horn of Helm rang out.”","Helms Horn","Ausrüstung","Spiele diese Karte in deinen Unterstützungs-bereich. <keyword>Manöver:</keyword> Strenge einen Zwergengefährten an, damit alle Diener auf einem Schlachtfeld sämtliche Schadensboni bis zur Sammelphase verlieren.",".... dann erschallte plötzlich und schrecklich Helms großes Horn.","Le Cor de Helm",,"<br><keyword>Manœuvre :</keyword> Affaiblissez un compagnon Nain pour retirer les bonus de dégâts à chaque séide se trouvant à un champ de bataille jusqu’à la phase de ralliement.","« ... soudain et terrible, sonna du haut de la tour le grand cor de Helm. »","Corno di Helm",,"<br><keyword>Manovra:</keyword> Sforza un compagno Nano per far perdere tutti i bonus ai danni a tutti i servitori presso un campo di battaglia fino alla fase di raccolta.","“...improvviso e terribile, dalla torre sopra di loro squillò il grande corno di Helm.”","Cuerno de Helm",,"<br><keyword>Maniobra:</keyword> Esfuerza un compañero Enano para hacer que cada siervo en un campo de batalla pierda sus bonos de daño.","“...súbito y terrible, el gran cuerno de Helm resonó en lo alto de la torre.”"
5000009,"69 B4 C4 04",5,"U",9,"5U9",1,"More to My Liking",,"Dwarven","Condition",,"Support Area",2,,,,,,,,"Tower Block","Dwarven_Verb","05_009",,,,,,,"Plays to your support area.<br><keyword>Maneuver:</keyword> Stack the top card from your draw deck here (limit once per phase). <keyword>Maneuver:</keyword> Spot a Dwarf and discard a card stacked on a <symbol>dwarven</symbol> condition to take a Free Peoples card stacked here into hand.","“‘This country has tough bones.'”","Mehr nach meinem Geschmack",,"Spiele diese Karte in deinen Unterstützungs-bereich. <keyword>Manöver:</keyword> Lagere die oberste Karte deines Spieldecks hier (max. 1 pro Phase). <keyword>Manöver:</keyword> Entdecke einen Zwerg und lege eine Karte von einem <symbol>dwarven</symbol> Effekt ab, um eine Karte der Freien Völker, die hier gelagert ist, auf deine Hand zu nehmen.","""Dieses Land hat ein zähes Gebein.“","Plus à mon Goût",,"<br><keyword>Manœuvre :</keyword> Empilez la première carte de votre pioche ici (limite d’une carte par phase). <keyword>Manœuvre :</keyword> Désignez un Nain et défaussez une carte empilée sur une situation <symol>@</symbol> pour prendre en main une carte des Peuples Libres empilée ici.","« “Ce pays a des os solies.” »","È Più di Mio Gradimento",,"<br><keyword>Manovra:</keyword> Impila qui la prima carta dal tuo mazzo di gioco (limite una volta per fase). <br><keyword>Manovra:</keyword> Avvista un Nano e scarta una carta impilata su una condizione <symbol>dwarven</symbol> per aggiungere alla tua mano una carta dei Popoli Liberi impilata qui.","“‘Questo paese ha delle fondamenta robuste.'”","Más de mi agrado",,"<br><keyword>Maniobra:</keyword> Apila la carta superior de tu mazo de robar aquí (límite una vez por fase). <br><keyword>Maniobra:</keyword> Avista un Enano y descarta una carta apilada en una condición <symbol>dwarven</symbol> para tomar una carta de Gentes Libres apilada aquí a tu mano.","“Esta región tiene los huesos sólidos.”"
5000010,"6A B4 C4 04",5,"U",10,"5U10",1,"Balglin","Elven Warrior","Elven","Companion","Elf",,2,5,3,,,,,,"Tower Block","Elven_Noun","05_010","icon_strength","5","icon_vitality","3",,,"To play, spot an Elf.<br>While skirmishing a wounded minion, Balglin takes no more than 1 wound during each skirmish phase.","He is a strong fighter. He asks for no quarter and gives none.","Balglin","Elbenkrieger","Entdecke einen Elben, um Balglin zu spielen. Solange Balglin gegen einen verwundeten Diener kämpft, erleidet er nicht mehr als 1 Wunde in jeder Kampfphase.","Er war ein starker Kämpfer. Weder erwartete er Gnade noch gewährte er sie.","Balglin","Guerrier Elfe","Pour jouer, désignez un Elfe. <br>Pendant qu’il combat un séide blessé, Balglin ne reçoit pas plus d’une blessure durant chaque phase de combat.","Il est un solide combattant. Il ne demande pas quartier, et n'en fait pas non plus.","Balglin","Guerriero Elfo","Per giocarlo, avvista un Elfo. Mentre sta schermagliando con un servitore ferito, Balglin non subisce più di una ferita durante ogni fase di schermaglia.","E' un potente combattente che non ha pietà e non ne chiede.","Balglin","Guerrero Élfico","Para jugarlo, avista un Elfo. Cuando esté en una escaramuza contra un siervo herido, Balglin no recibe mas de 1 herida durante cada fase de escaramuza.","Es un luchador fuerte. No pide cuartel, ni lo da."
5000011,"6B B4 C4 04",5,"R",11,"5R11",0,"Break the Charge",,"Elven","Event",,"Archery",2,,,,,,,,"Tower Block","Elven_Verb","05_011",,,,,,,"<keyword>Archery:</keyword> Exert 3 Elf companions to make the fellowship archery total +2.","A storm of white arrows answered the attacking hand of Isengard.","Stoppt den Ansturm",,"<keyword>FernKampf</keyword> Strenge 3 Elbengefährten an, um den Fernkampfwert der Gemeinschaft um 2 zu erhöhen.","Ein Hagel weißer Pfeile schlug dem Ansturm der Weißen Hand von Isengart entgegen.","Briser la Charge",,"<keyword>Archerie :</keyword>: Affaiblissez 3 compagnons Elfes pour donner +2 au total d’Archerie de la compagnie.","Une pluie de flèches blanches répondit à l'attaque de la main de l'Isengard.","Rompere la Carica",,"<keyword>Arcieri:</keyword> Sforza 3 compagni Elfi per aggiungere +2 al totale degli arcieri della compagnia.","Una tempesta di frecce bianche rispose all'attacco della mano di Isengard.","Romped la carga",,"<keyword>Arquería:</keyword> Esfuerza 3 compañeros Elfos para dar un +2 al total de arquería de la comunidad.","Una tormenta de flechas blancas respondió a la mano atacante de Isengard."
5000012,"6C B4 C4 04",5,"U",12,"5U12",1,"Legolas' Sword",,"Elven","Possession",,"Hand Weapon",1,,,,,,,,"Tower Block","Elven_Verb","05_012","icon_strength","+1",,,,,"Bearer must be Legolas.<br>Each time the fellowship moves, you may spot a wounded minion to heal Legolas.","Legolas wielded a longsword to strike from horseback.","Legolas' Schwert",,"Muss auf Legolas gespielt werden. Jedes Mal, wenn sich die Gemeinschaft bewegt, darfst du einen verwundeten Diener entdecken, um Legolas zu heilen.","Legolas schwang ein Langschwert, um vom Pferd herab zu kämpfen.","L'Épée de Legolas",,"Le détenteur doit être Legolas. <br>Chaque fois que la compagnie se déplace, vous pouvez désigner un séide blessé pour guérir Legolas.","Legolas portait une épée longue afin de pouvoir frapper à dos de cheval.","Spada di Legolas",,"Il possessore deve essere Legolas. Ogni volta che la compagnia si muove, puoi avvistare un servitore ferito per curare Legolas.","Legolas brandiva una spada lunga per colpire da cavallo.","La Espada de Legolas",,"El portador debe ser Legolas. Cada vez que la comunidad se mueve, puedes avistar un siervo herido para curar a Legolas.","Legolas llevó una espada larga para golpear desde el caballo."
5000013,"6D B4 C4 04",5,"U",13,"5U13",1,"Taurnil","Sharp-eyed Bowman","Elven","Companion","Elf",,2,6,3,,,,,,"Tower Block","Elven_Noun","05_013","icon_strength","6","icon_vitality","3",,,"To play, spot an Elf.<br>While Taurnil bears a ranged weapon, the twilight cost of each Shadow possession is +2, and he does not add to the fellowship archery total.","Taurnil's careful aim can disarm his enemies at long range.","Taurnil","Scharfschütze","Entdecke einen Elben, um Taurnil zu spielen. Solange Taurnil mit einer Fernkampfwaffe ausgerüstet ist, erhöhen sich die Kosten für Schattenausrüstungen um 2 und er zählt nicht zum Fernkampfwert der <keyword>Gemeinschaft.</keyword>","Taurnils sorgsam gezielte Schüsse konnten seine Feinde bereits aus großer Entfernung unschädlich machen.","Taurnil","Tireur à l'œil Perçant","Pour jouer, désignez un Elfe. <br>Tant que Taurnil détient une arme de portée, le coût crépusculaire de chaque possession de l’Ombre est de +2, et il ne s’ajoute pas au total d’archerie de la compagnie.","En visant avec soin, Taurnil réussit à désarmer ses ennemis à distance.","Taurnil","Arciere dall'Occhio Acuto","Per giocarlo, avvista un Elfo. Mentre Taurnil porta un’arma da tiro, aggiungi +2 al costo crepuscolo di ogni bene Ombra, ed egli non si aggiunge al totale degli arcieri della compagnia.","La mira attenta di Taurnil può disarmare un nemico a lunga distanza.","Taurnil","Arquero de Ojos Agudos","Para jugarlo, avista un Elfo. Mientras Taurnil lleve un arma de distancia, el coste de penumbra de cada posesión de Sombra es +2, y no añade al total de arquería de la comunidad.","La cuidadosa puntería de Taurnil puede desarmar a sus enemigos a larga distancia."
5000014,"6E B4 C4 04",5,"C",14,"5C14",0,"That Is No Orc Horn",,"Elven","Event",,"Regroup",2,,,,,,,,"Tower Block","Elven_Verb","05_014",,,,,,,"<keyword>Regroup:</keyword> Spot 3 Elf companions to heal a companion and liberate a site.","Anxious defenders cheered the welcome sound of Elvish trumpets.","Das ist kein Orkhorn",,"<keyword>Sammeln:</keyword> Entdecke 3 Elbengefährten, um einen Gefährten zu heilen und einen Ort zu befreien.","Die bangen Verteidiger bejubelten den Klang der elbischen Fanfaren","Ceci n'est Pas un Cor d'Orque",,"<keyword>Ralliement :</keyword> Désignez 3 compagnons Elfes pour guérir un compagnon et libérer un site.","Anxieux, les défenseurs acclamèrent le son des trompettes elfiques.","Quello non è un Corno degli Orchi",,"<keyword>Raccolta:</keyword> Avvista 3 compagni Elfi per curare un compagno e liberare un sito.","Gli stanchi difensori accolsero con sollievo il suono delle trombe degli Elfi.","No es un cuerno orco",,"<keyword>Reagrupación:</keyword> Avista 3 compañeros Elfos para curar un compañero y liberar un sitio.","Ansiosos defensores vitorearon el sonido de bienvenida de las trompetas élficas."
